type,km0,km1,len_km,detail
RUN STRAIGHT,775.5034470948518,776.1912397580885,0.69,
RUN STRAIGHT,776.2579462276548,776.747643279755,0.49,
RUN STRAIGHT,776.8439620067585,777.3290481212576,0.49,
RUN STRAIGHT,777.4669389708145,777.801544860347,0.33,
RUN STRAIGHT,777.855937032048,780.9077388379889,3.05,
RUN STRAIGHT,780.9845494590419,781.258284471205,0.27,
MULTITRACK,781.1974399526124,784.3661681816867,3.168728229074304,5 tracks
RUN STRAIGHT,781.3423448046112,791.3614831073456,10.02,
SIDING,781.3423448046112,781.3423448046112,0.8369263466508434,Leanchoil Siding  2746 ft
SIDING,782.1758949985642,782.1758949985642,0.3303573543532993,Leanchoil Siding  1084 ft
SIDING,783.1045936242609,783.1045936242609,2.188554380172882,Leanchoil Siding  7180 ft
RUN STRAIGHT,791.4118401229649,792.5792351788999,1.17,
RUN STRAIGHT,792.6418076743176,795.4150293263492,2.77,
MULTITRACK,793.7278803135704,798.245413713566,4.517533399995614,5 tracks
RUN STRAIGHT,795.4579968520991,796.1284893846802,0.67,
RUN STRAIGHT,796.2411297028503,796.5460161933352,0.3,
SIDING,796.704417173548,796.704417173548,2.66814237410983,Ottertail Siding  8754 ft
RUN CURVE,796.7348599951737,796.9427535966486,0.21,R avg +0.21 max 0.21 deg/100ft
SIDING,796.97319632175,796.97319632175,0.35300437080232255,Ottertail Siding  1158 ft
RUN STRAIGHT,797.3100426924932,798.7236148311431,1.41,
RUN STRAIGHT,798.8696544302906,799.5905029012179,0.72,
RUN STRAIGHT,799.6395188550542,800.3211120341259,0.68,
MULTITRACK,799.7308258407862,800.0380444221735,0.30721858138724656,3 tracks
RUN STRAIGHT,800.3742747697614,801.0993239821707,0.73,
RUN STRAIGHT,801.1479336557013,801.8177652423609,0.67,
RUN STRAIGHT,801.8606758129083,802.2638490784609,0.4,
RUN CURVE,802.2638490784609,802.439819959355,0.18,R avg +0.53 max 0.53 deg/100ft
RUN STRAIGHT,802.439819959355,804.2541547512863,1.81,
RUN CURVE,804.2541547512863,804.4522372816164,0.2,L avg -0.24 max 0.24 deg/100ft
RUN STRAIGHT,804.4522372816164,804.6348787416545,0.18,
RUN STRAIGHT,804.7114346659898,804.8942139599189,0.18,
RUN CURVE,804.8942139599189,805.0643312087245,0.17,L avg -0.40 max 0.40 deg/100ft
RUN STRAIGHT,805.0643312087245,805.3079866634138,0.24,
RUN STRAIGHT,805.3990737880496,805.9898116196017,0.59,
RUN STRAIGHT,806.0508127116697,806.3243244178487,0.27,
RUN STRAIGHT,806.3865901735492,806.5384675266698,0.15,
RUN STRAIGHT,806.5823139940737,807.0770117829712,0.49,
RUN STRAIGHT,807.1378693501706,807.350770484549,0.21,
MULTITRACK,807.2595725914057,810.554573996434,3.2950014050283016,7 tracks
RUN STRAIGHT,807.3944914677481,807.5459303544692,0.15,
RUN CURVE,807.62004847588,807.9243823170508,0.3,R avg +0.21 max 0.21 deg/100ft
RUN STRAIGHT,807.9243823170508,808.1373364956828,0.21,
YARD,807.9851489539706,810.1214110961968,2.136262142226201,7 tracks
RUN STRAIGHT,808.2248369278205,809.9033282100471,1.68,
RUN STRAIGHT,809.949785168897,811.1475884216862,1.2,
STATION,810.1627707590553,810.1627707590553,0.0,Field
RUN CURVE,811.1475884216862,811.3104631896157,0.16,L avg -2.16 max 5.37 deg/100ft
RUN STRAIGHT,811.3920176761588,811.5826564479013,0.19,
RUN CURVE,811.5826564479013,811.9020800410952,0.32,L avg -0.92 max 0.92 deg/100ft
RUN STRAIGHT,811.9020800410952,812.1092292088111,0.21,
RUN CURVE,812.1092292088111,812.4122282459796,0.3,L avg -2.24 max 7.13 deg/100ft
RUN STRAIGHT,812.7471964303223,813.3171069070885,0.57,
RUN STRAIGHT,813.5747743866534,813.7254117731607,0.15,
RUN STRAIGHT,813.7992370302601,813.9979602935464,0.2,
RUN STRAIGHT,814.0762983750872,814.281230255618,0.2,
RUN CURVE,814.281230255618,814.4581172067413,0.18,R avg +0.31 max 0.31 deg/100ft
MULTITRACK,814.4581172067413,814.9536103451557,0.49549313841430376,4 tracks
RUN STRAIGHT,814.9000108665772,815.0930240738876,0.19,
RUN STRAIGHT,815.181977411974,815.4394076163105,0.26,
MULTITRACK,815.3050008923196,815.6159944706396,0.3109935783199944,3 tracks
RUN CURVE,815.4394076163105,815.5929013916644,0.15,R avg +0.76 max 3.94 deg/100ft
RUN STRAIGHT,815.5929013916644,815.9998929428888,0.41,
RUN STRAIGHT,816.0937874720481,816.2947592739275,0.2,
RUN CURVE,816.5242122233551,816.6830916769516,0.16,L avg -0.55 max 0.55 deg/100ft
RUN STRAIGHT,816.6830916769516,817.2135813517166,0.53,
RUN CURVE,817.2135813517166,817.3968604009975,0.18,R avg +0.51 max 0.51 deg/100ft
RUN STRAIGHT,817.6473784650354,817.8572331451821,0.21,
MULTITRACK,817.6473784650354,817.992610333179,0.3452318681435145,4 tracks
BRIDGE,817.7158686894047,817.8572331451821,0.14136445577742052,
RUN STRAIGHT,817.992610333179,819.079374947858,1.09,
TUNNEL,817.992610333179,818.9726706212625,0.980060288083564,
RUN CURVE,819.079374947858,819.41682109825,0.34,L avg -0.21 max 0.21 deg/100ft
RUN STRAIGHT,819.41682109825,819.8331193765249,0.42,
MULTITRACK,819.4840053220729,819.8113048455594,0.3272995234865448,3 tracks
BRIDGE,819.5845042832324,819.7150273159109,0.13052303267852494,
RUN STRAIGHT,820.3592227955809,821.1952578850227,0.84,
MULTITRACK,821.0556405598081,821.6769478656059,0.6213073057978136,4 tracks
RUN CURVE,821.1952578850227,821.3848111290788,0.19,R avg +0.31 max 0.31 deg/100ft
RUN STRAIGHT,821.3848111290788,823.0840853891119,1.7,
TUNNEL,821.479164127388,822.6155033735029,1.1363392461148578,
MULTITRACK,822.4307836831873,823.3427432712426,0.9119595880553106,4 tracks
RUN CURVE,823.5071145694267,823.7920796575504,0.28,R avg +1.15 max 2.57 deg/100ft
RUN CURVE,823.9098494610964,824.6209788644127,0.71,R avg +1.75 max 3.55 deg/100ft
RUN STRAIGHT,824.8570612201539,825.0398770651658,0.18,
RUN CURVE,825.2830570399053,825.5178077607966,0.23,R avg +2.15 max 4.00 deg/100ft
RUN STRAIGHT,825.5178077607966,825.7011627526355,0.18,
RUN CURVE,825.7011627526355,825.862089538658,0.16,R avg +0.41 max 0.41 deg/100ft
RUN STRAIGHT,825.862089538658,826.7441124929659,0.88,
RUN STRAIGHT,827.0742847234711,827.3156146811115,0.24,
RUN STRAIGHT,827.4137737088307,827.6150939134739,0.2,
RUN STRAIGHT,827.663824687978,827.9677279821055,0.3,
RUN STRAIGHT,828.0306756248077,828.2634442044593,0.23,
RUN CURVE,828.3711378402746,828.7411769091723,0.37,L avg -2.12 max 2.99 deg/100ft
MULTITRACK,828.5987691076759,829.2281895911686,0.6294204834927086,3 tracks
RUN STRAIGHT,828.7411769091723,830.0172781327105,1.28,
BRIDGE,828.7411769091723,829.2281895911686,0.4870126819963616,
RUN CURVE,830.0172781327105,830.2747056808059,0.26,R avg +1.42 max 2.12 deg/100ft
RUN STRAIGHT,830.2747056808059,830.5184223313632,0.24,
RUN STRAIGHT,830.6384997739889,831.3713777151784,0.73,
RUN STRAIGHT,831.4489925957789,831.6084288492324,0.16,
RUN CURVE,831.6084288492324,831.8318646621772,0.22,R avg +0.42 max 0.42 deg/100ft
RUN STRAIGHT,831.8318646621772,832.0229155815799,0.19,
MULTITRACK,831.8318646621772,835.3789446273303,3.5470799651531024,6 tracks
RUN STRAIGHT,832.1491627816008,832.4154295889367,0.27,
RUN CURVE,832.4154295889367,833.1379601958354,0.72,L avg -1.75 max 2.82 deg/100ft
RUN STRAIGHT,833.1379601958354,834.083629601119,0.95,
RUN STRAIGHT,834.2333278695877,834.6774671390793,0.44,
YARD,834.5491480786467,835.0010083475955,0.4518602689488489,6 tracks
RUN STRAIGHT,834.7805565319239,835.276113789849,0.5,
RUN STRAIGHT,835.3789446273303,836.7630874022237,1.38,
MULTITRACK,835.7582368772007,838.9434376907166,3.1852008135158485,3 tracks
RUN CURVE,836.7630874022237,836.9154262786706,0.15,R avg +0.61 max 0.61 deg/100ft
RUN STRAIGHT,836.9154262786706,837.3677036121226,0.45,
RUN CURVE,837.3677036121226,837.9154580764222,0.55,L avg -0.20 max 0.20 deg/100ft
RUN STRAIGHT,837.9154580764222,838.3437169354213,0.43,
RUN CURVE,838.3437169354213,838.9434376907166,0.6,L avg -2.62 max 2.97 deg/100ft
RUN STRAIGHT,838.9434376907166,839.2967554957808,0.35,
RUN CURVE,839.2967554957808,839.565274586016,0.27,R avg +1.42 max 1.78 deg/100ft
RUN STRAIGHT,839.565274586016,840.1332836698388,0.57,
MULTITRACK,840.017090606831,841.3587246953483,1.3416340885173668,3 tracks
RUN STRAIGHT,840.3998429698944,840.5890079677174,0.19,
BRIDGE,840.3998429698944,840.4938978375192,0.09405486762477722,
RUN STRAIGHT,840.6297253000581,841.0127408165903,0.38,
RUN CURVE,841.0127408165903,841.3587246953483,0.35,L avg -0.57 max 0.97 deg/100ft
RUN STRAIGHT,841.3587246953483,842.0877034608848,0.73,
MULTITRACK,841.45037628868,841.9023704960659,0.4519942073859511,2 tracks
MULTITRACK,842.0568109679424,843.0837321700749,1.0269212021324847,6 tracks
RUN CURVE,842.0877034608848,842.3468564852138,0.26,R avg +0.37 max 0.37 deg/100ft
RUN STRAIGHT,842.3468564852138,842.6212453556669,0.27,
STATION,842.7145936480631,842.7145936480631,0.0,Lake Louise
RUN STRAIGHT,842.8597229308087,843.3984537856559,0.54,
BRIDGE,842.8597229308087,843.0837321700749,0.22400923926613814,
RUN CURVE,843.3984537856559,843.7378121433487,0.34,R avg +2.91 max 3.58 deg/100ft
RUN STRAIGHT,843.7378121433487,844.4270003652011,0.69,
RUN CURVE,844.4270003652011,844.7933928492009,0.37,L avg -1.53 max 1.94 deg/100ft
RUN STRAIGHT,844.7933928492009,845.43844632418,0.65,
RUN CURVE,845.43844632418,845.6882612082952,0.25,L avg -0.19 max 0.19 deg/100ft
RUN STRAIGHT,845.6882612082952,846.1172756193787,0.43,
RUN STRAIGHT,846.3542997165223,847.6990266248349,1.34,
BRIDGE,846.9960981607386,847.1046671361091,0.108568975370531,
RUN STRAIGHT,847.7652720371015,848.8181263723652,1.05,
RUN STRAIGHT,848.9658606305438,849.1604816892993,0.19,
RUN STRAIGHT,849.2445953223829,850.6674817318731,1.42,
RUN STRAIGHT,850.7091439983831,851.6386815920009,0.93,
RUN STRAIGHT,851.7401764098931,853.5790044201066,1.84,
RUN CURVE,853.5790044201066,854.086167910884,0.51,L avg -0.75 max 1.26 deg/100ft
RUN STRAIGHT,854.086167910884,855.9903092070231,1.9,
RUN CURVE,855.9903092070231,856.5322448600318,0.54,R avg +0.22 max 0.22 deg/100ft
RUN STRAIGHT,856.5322448600318,857.3097012197163,0.78,
MULTITRACK,857.3097012197163,859.7639130903968,2.454211870680524,5 tracks
RUN STRAIGHT,857.4396171199728,859.7639130903968,2.32,
RUN CURVE,859.7639130903968,859.9215624866941,0.16,R avg +0.21 max 0.21 deg/100ft
RUN STRAIGHT,859.9215624866941,861.2414595056271,1.32,
RUN CURVE,861.2414595056271,861.8958097865996,0.65,L avg -0.58 max 3.59 deg/100ft
RUN STRAIGHT,861.8958097865996,863.4484868239108,1.55,
RUN CURVE,863.4484868239108,864.3626309412496,0.91,L avg -0.83 max 1.93 deg/100ft
RUN STRAIGHT,864.3626309412496,866.2995794754381,1.94,
RUN CURVE,866.2995794754381,867.0611411726467,0.76,R avg +1.31 max 2.04 deg/100ft
RUN STRAIGHT,867.0611411726467,869.6706748245863,2.61,
RUN CURVE,869.6706748245863,870.4620578356131,0.79,L avg -2.00 max 5.05 deg/100ft
RUN STRAIGHT,870.4620578356131,871.3447750385566,0.88,
RUN CURVE,871.3447750385566,871.964816588731,0.62,R avg +0.53 max 0.70 deg/100ft
RUN STRAIGHT,871.964816588731,873.3324734502462,1.37,
RUN CURVE,873.3324734502462,873.7382521799847,0.41,R avg +2.58 max 3.79 deg/100ft
RUN STRAIGHT,873.7382521799847,874.6280208413417,0.89,
RUN CURVE,874.6280208413417,875.0717330568904,0.44,L avg -0.43 max 0.62 deg/100ft
RUN STRAIGHT,875.0717330568904,875.226132773845,0.15,
RUN CURVE,875.226132773845,875.7806247683039,0.55,L avg -1.90 max 3.07 deg/100ft
RUN STRAIGHT,875.7806247683039,876.0129443388064,0.23,
RUN CURVE,876.0129443388064,876.9012720596477,0.89,R avg +1.55 max 2.23 deg/100ft
RUN STRAIGHT,876.9012720596477,877.4326455032319,0.53,
RUN CURVE,877.4326455032319,877.8083423397511,0.38,L avg -2.49 max 3.46 deg/100ft
RUN STRAIGHT,877.8083423397511,878.0896825829511,0.28,
RUN CURVE,878.0896825829511,879.2667572969793,1.18,R avg +0.05 max 7.64 deg/100ft
RUN STRAIGHT,879.2667572969793,879.440691085035,0.17,
RUN CURVE,879.440691085035,879.6678553446234,0.23,R avg +1.43 max 1.68 deg/100ft
RUN STRAIGHT,879.6678553446234,880.07908853189,0.41,
RUN CURVE,880.07908853189,880.7075699926454,0.63,R avg +1.56 max 2.76 deg/100ft
RUN CURVE,880.7835428744795,881.0012034286085,0.22,L avg -3.25 max 4.01 deg/100ft
RUN STRAIGHT,881.0012034286085,881.292133313011,0.29,
RUN CURVE,881.292133313011,881.7228475971215,0.43,R avg +1.66 max 2.84 deg/100ft
RUN STRAIGHT,881.7228475971215,884.0479367502842,2.33,
RUN CURVE,884.0479367502842,884.2598601239126,0.21,L avg -0.58 max 0.58 deg/100ft
RUN STRAIGHT,884.2598601239126,886.7340963379474,2.47,
RUN STRAIGHT,886.8258482098823,887.2676518512396,0.44,
RUN CURVE,887.2676518512396,887.9513642844561,0.68,L avg -2.19 max 3.46 deg/100ft
RUN STRAIGHT,887.9513642844561,888.3145132988602,0.36,
RUN CURVE,888.3145132988602,889.7378445591833,1.42,R avg +0.06 max 9.47 deg/100ft
RUN STRAIGHT,889.7378445591833,890.1285484792218,0.39,
RUN CURVE,890.1285484792218,890.6245192474921,0.5,L avg -3.49 max 5.35 deg/100ft
RUN STRAIGHT,890.6245192474921,891.1123146522585,0.49,
RUN CURVE,891.1123146522585,891.6358949536209,0.52,R avg +4.09 max 5.30 deg/100ft
RUN CURVE,891.7379789871271,891.9282795755529,0.19,L avg -5.42 max 10.91 deg/100ft
RUN CURVE,891.964984625778,892.300309127542,0.34,L avg -3.58 max 5.12 deg/100ft
RUN STRAIGHT,892.300309127542,892.717011882584,0.42,
RUN CURVE,892.717011882584,893.1977461102202,0.48,R avg +1.99 max 2.54 deg/100ft
RUN STRAIGHT,893.1977461102202,895.5926553182256,2.39,
RUN CURVE,895.5926553182256,896.0316300030527,0.44,L avg -1.75 max 2.34 deg/100ft
RUN STRAIGHT,896.0316300030527,896.581421450518,0.55,
RUN CURVE,896.581421450518,896.887702253911,0.31,L avg -2.19 max 4.45 deg/100ft
RUN CURVE,896.9523812223441,897.306264422991,0.35,R avg +1.31 max 2.50 deg/100ft
RUN STRAIGHT,897.306264422991,897.6029335700757,0.3,
YARD,897.306264422991,898.4969278805135,1.1906634575224189,7 tracks
MULTITRACK,897.4760147652165,900.1230069214238,2.6469921562072614,7 tracks
BRIDGE,897.4760147652165,897.5565825311587,0.08056776594219173,
RUN STRAIGHT,897.7227525628002,899.3207047940905,1.6,
STATION,898.181699886169,898.181699886169,0.0,Banff
RUN STRAIGHT,899.3689916583006,899.5797576469081,0.21,
RUN CURVE,899.5797576469081,899.7878899432071,0.21,L avg -0.62 max 1.05 deg/100ft
RUN CURVE,899.9289296903312,900.1230069214238,0.19,L avg -0.39 max 0.54 deg/100ft
RUN STRAIGHT,900.1230069214238,901.7724571591818,1.65,
MULTITRACK,901.5168254652461,901.9127072101147,0.39588174486857497,3 tracks
BRIDGE,901.6552770935675,901.7724571591818,0.11718006561432048,
RUN CURVE,901.9380388158283,902.2652368414042,0.33,R avg +5.74 max 7.41 deg/100ft
RUN CURVE,902.3427484004864,902.6935688147792,0.35,R avg +0.38 max 5.10 deg/100ft
RUN CURVE,902.8047147050104,903.4791872440351,0.67,L avg -0.53 max 7.04 deg/100ft
RUN STRAIGHT,903.4791872440351,903.7570516697031,0.28,
RUN CURVE,903.7570516697031,904.0641331452607,0.31,L avg -0.21 max 0.21 deg/100ft
RUN STRAIGHT,904.0641331452607,904.2790011861422,0.21,
RUN CURVE,904.4440801726779,905.4291723291045,0.99,R avg +1.40 max 2.65 deg/100ft
RUN STRAIGHT,905.4291723291045,906.8116249309812,1.38,
RUN CURVE,906.8116249309812,908.5123086325525,1.7,R avg +0.46 max 2.93 deg/100ft
RUN STRAIGHT,908.5123086325525,909.2236621502769,0.71,
RUN CURVE,909.2236621502769,909.4376806420075,0.21,L avg -3.24 max 4.84 deg/100ft
RUN STRAIGHT,909.4376806420075,909.8571852085672,0.42,
RUN CURVE,909.8571852085672,910.7673428688697,0.91,L avg -0.65 max 1.47 deg/100ft
RUN STRAIGHT,910.7673428688697,911.365593116676,0.6,
RUN CURVE,911.365593116676,911.6244072645682,0.26,R avg +2.69 max 4.76 deg/100ft
RUN CURVE,911.6634740726043,911.9095518461643,0.25,R avg +1.93 max 3.16 deg/100ft
RUN CURVE,912.0416558118383,913.3231176513003,1.28,L avg -1.19 max 3.16 deg/100ft
RUN STRAIGHT,913.3231176513003,915.5463619537765,2.22,
RUN CURVE,915.5463619537765,915.9133338881642,0.37,L avg -0.79 max 1.28 deg/100ft
RUN STRAIGHT,915.9133338881642,916.3473242011062,0.43,
RUN CURVE,916.3473242011062,916.8541661053566,0.51,R avg +2.00 max 3.94 deg/100ft
RUN STRAIGHT,916.8541661053566,917.2451564941359,0.39,
RUN CURVE,917.2451564941359,917.4477364478294,0.2,R avg +2.07 max 3.60 deg/100ft
RUN CURVE,917.4997652169163,918.0393226304509,0.54,L avg -0.76 max 3.40 deg/100ft
RUN STRAIGHT,918.0393226304509,918.5869928909841,0.55,
RUN CURVE,918.5869928909841,918.7478319411025,0.16,R avg +0.20 max 0.20 deg/100ft
RUN STRAIGHT,918.7478319411025,920.084352199219,1.34,
RUN CURVE,920.084352199219,920.2842132668292,0.2,L avg -0.79 max 2.21 deg/100ft
RUN STRAIGHT,920.2842132668292,921.7721631843999,1.49,
RUN STRAIGHT,922.060067479486,922.2456836436833,0.19,
RUN CURVE,922.2456836436833,922.4003161035639,0.15,L avg -1.24 max 1.55 deg/100ft
RUN CURVE,922.4307997623285,922.8125735785329,0.38,L avg -1.77 max 3.82 deg/100ft
RUN CURVE,923.1514502025159,923.7310908425595,0.58,L avg -2.53 max 6.02 deg/100ft
RUN STRAIGHT,923.7310908425595,923.9995855277235,0.27,
RUN CURVE,923.9995855277235,925.0377954909608,1.04,R avg +1.05 max 2.34 deg/100ft
RUN STRAIGHT,925.0377954909608,925.8712151809907,0.83,
RUN CURVE,926.001717947061,927.0976463325904,1.1,L avg -0.27 max 5.36 deg/100ft
RUN STRAIGHT,927.2360959470665,929.1529140058964,1.92,
RUN CURVE,929.1529140058964,929.3373659112635,0.18,L avg -0.50 max 0.50 deg/100ft
RUN CURVE,929.4083650498974,929.7275520664675,0.32,L avg -2.11 max 2.88 deg/100ft
RUN STRAIGHT,929.7275520664675,930.395550000769,0.67,
RUN CURVE,930.395550000769,930.8864377194064,0.49,L avg -1.16 max 6.78 deg/100ft
RUN CURVE,930.9610258623966,931.8960739627328,0.94,L avg -1.39 max 2.70 deg/100ft
RUN CURVE,932.0171143437125,932.2012861848947,0.18,R avg +3.79 max 6.62 deg/100ft
RUN STRAIGHT,932.2012861848947,932.4287159493243,0.23,
RUN CURVE,932.4287159493243,933.557412201082,1.13,L avg -2.17 max 3.85 deg/100ft
RUN STRAIGHT,933.557412201082,934.8519935312454,1.29,
RUN CURVE,935.0546721711714,935.9890896897333,0.93,R avg +0.57 max 2.04 deg/100ft
RUN CURVE,936.2705221452942,936.4414329138143,0.17,R avg +0.73 max 1.06 deg/100ft
RUN STRAIGHT,936.711886440441,936.9885084510374,0.28,
RUN CURVE,936.9885084510374,937.3435178980488,0.36,L avg -1.01 max 1.74 deg/100ft
RUN STRAIGHT,937.3435178980488,937.8557207312488,0.51,
MULTITRACK,937.3435178980488,939.8212095106188,2.47769161256997,6 tracks
BRIDGE,937.6453841804384,937.7192114080589,0.07382722762042704,
RUN STRAIGHT,937.9320128597709,939.2474583561494,1.32,
RUN CURVE,939.2474583561494,939.8212095106188,0.57,L avg -1.79 max 3.58 deg/100ft
RUN STRAIGHT,939.8212095106188,940.3125730964362,0.49,
RUN STRAIGHT,940.4542815379797,941.4016068287307,0.95,
RUN CURVE,941.4016068287307,941.5870642847835,0.19,R avg +0.32 max 0.32 deg/100ft
RUN STRAIGHT,941.5870642847835,941.7757806296082,0.19,
RUN STRAIGHT,942.0257111618755,943.1086151207215,1.08,
RUN CURVE,943.1086151207215,943.5004700720507,0.39,R avg +1.56 max 2.04 deg/100ft
MULTITRACK,943.7526338058932,944.1699622266137,0.417328420720537,3 tracks
RUN STRAIGHT,943.8501100030893,944.0389451901589,0.19,
BRIDGE,943.8501100030893,944.0934918995123,0.24338189642298858,
RUN STRAIGHT,944.2477136845516,945.6440472092606,1.4,
RUN CURVE,945.8299742201981,946.001904864813,0.17,L avg -1.24 max 1.91 deg/100ft
BRIDGE,945.9359997598117,946.001904864813,0.06590510500132041,
RUN STRAIGHT,946.001904864813,946.2877124506712,0.29,
RUN CURVE,946.2877124506712,946.4866961974643,0.2,L avg -0.51 max 0.55 deg/100ft
RUN STRAIGHT,946.4866961974643,946.7510407711876,0.26,
RUN CURVE,946.7510407711876,947.5806270741978,0.83,L avg -1.03 max 1.70 deg/100ft
RUN STRAIGHT,947.5806270741978,947.8258271569964,0.25,
RUN CURVE,947.8258271569964,948.0606653122293,0.23,R avg +1.77 max 2.01 deg/100ft
RUN STRAIGHT,948.0606653122293,950.2943622953917,2.23,
RUN CURVE,950.3997517860815,950.5826778324756,0.18,R avg +2.59 max 4.11 deg/100ft
RUN STRAIGHT,950.5826778324756,958.1523069380476,7.57,
RUN CURVE,958.1523069380476,960.3232214216716,2.17,L avg -0.25 max 1.19 deg/100ft
RUN STRAIGHT,960.3232214216716,960.792526258241,0.47,
RUN CURVE,960.792526258241,961.4710356710973,0.68,R avg +0.60 max 3.84 deg/100ft
RUN STRAIGHT,961.4710356710973,962.846821692376,1.38,
RUN CURVE,962.846821692376,963.2132491534946,0.37,R avg +1.33 max 2.67 deg/100ft
BRIDGE,962.846821692376,962.8980528953905,0.05123120301448125,
RUN STRAIGHT,963.2132491534946,963.6256153677742,0.41,
RUN CURVE,963.6256153677742,963.9119696935946,0.29,R avg +0.38 max 0.54 deg/100ft
RUN STRAIGHT,963.9119696935946,967.8308754134881,3.92,
RUN CURVE,967.8308754134881,968.9369022106081,1.11,L avg -0.62 max 1.27 deg/100ft
RUN STRAIGHT,968.9369022106081,969.8169335523384,0.88,
RUN CURVE,969.8169335523384,971.2110766112392,1.39,L avg -0.03 max 1.60 deg/100ft
RUN STRAIGHT,971.2110766112392,971.564764448024,0.35,
RUN CURVE,971.564764448024,972.3791508044532,0.81,L avg -1.40 max 5.45 deg/100ft
RUN STRAIGHT,972.3791508044532,973.0091010636015,0.63,
RUN CURVE,973.0091010636015,973.3689882261241,0.36,R avg +2.86 max 5.42 deg/100ft
RUN STRAIGHT,973.3689882261241,973.524559089598,0.16,
RUN CURVE,973.524559089598,973.7214211274054,0.2,L avg -2.32 max 2.66 deg/100ft
RUN STRAIGHT,973.7214211274054,975.0842264716046,1.36,
MULTITRACK,974.3545299919186,978.0672136222764,3.7126836303577875,3 tracks
RUN CURVE,975.0842264716046,975.7648535674125,0.68,R avg +1.87 max 2.63 deg/100ft
RUN STRAIGHT,975.7648535674125,976.3241750939018,0.56,
RUN CURVE,976.3241750939018,976.7309945807303,0.41,L avg -1.33 max 2.55 deg/100ft
RUN STRAIGHT,976.7309945807303,976.9010477512113,0.17,
RUN CURVE,976.9010477512113,977.1470056065739,0.25,R avg +1.66 max 2.68 deg/100ft
RUN CURVE,977.2614237049875,977.5367977757016,0.28,L avg -0.66 max 1.04 deg/100ft
RUN CURVE,977.6109089893098,977.8261827140146,0.22,R avg +2.85 max 3.85 deg/100ft
RUN STRAIGHT,977.8261827140146,978.0205505726468,0.19,
RUN CURVE,978.0205505726468,978.4232812505563,0.4,L avg -1.32 max 3.02 deg/100ft
RUN STRAIGHT,978.4232812505563,978.8274635872374,0.4,
RUN CURVE,978.8274635872374,980.1108271888329,1.28,R avg +0.07 max 1.80 deg/100ft
RUN STRAIGHT,980.1108271888329,980.7393005220774,0.63,
RUN CURVE,980.7393005220774,983.529701414444,2.79,L avg -0.35 max 3.56 deg/100ft
RUN STRAIGHT,983.529701414444,983.8080649491478,0.28,
RUN CURVE,983.8080649491478,985.6577545401117,1.85,R avg +0.99 max 2.79 deg/100ft
RUN STRAIGHT,985.6577545401117,986.0225701443047,0.36,
RUN CURVE,986.0225701443047,987.6779730201555,1.66,R avg +0.17 max 6.10 deg/100ft
MULTITRACK,987.6779730201555,988.0515892859866,0.37361626583106045,3 tracks
RUN CURVE,987.7427343046102,988.8333411882592,1.09,L avg -0.17 max 7.68 deg/100ft
BRIDGE,987.8076982841172,987.9380628815028,0.13036459738555095,
RUN CURVE,989.4921831098832,989.656921944802,0.16,L avg -0.89 max 1.02 deg/100ft
RUN STRAIGHT,989.8064699472433,990.9419829145996,1.14,
RUN STRAIGHT,991.2377946799065,991.7218471446877,0.48,
BRIDGE,991.3726583546808,991.4252833929338,0.05262503825304066,
RUN STRAIGHT,991.772864575261,992.0818432481535,0.31,
RUN STRAIGHT,992.1731889710561,992.4623666813258,0.29,
RUN STRAIGHT,992.9754632570773,993.4148656139786,0.44,
RUN CURVE,993.4148656139786,993.8171889747942,0.4,L avg -0.81 max 1.17 deg/100ft
RUN STRAIGHT,993.8171889747942,994.2870265583156,0.47,
RUN CURVE,994.2870265583156,994.6655115926502,0.38,R avg +2.67 max 5.24 deg/100ft
RUN STRAIGHT,994.7769688037662,995.0197438171357,0.24,
RUN CURVE,995.0197438171357,995.5855468566009,0.57,R avg +0.76 max 1.05 deg/100ft
RUN STRAIGHT,995.5855468566009,995.7435251121158,0.16,
RUN CURVE,995.7435251121158,998.0882016754211,2.34,L avg -1.95 max 4.63 deg/100ft
RUN STRAIGHT,998.0882016754211,998.4849999578884,0.4,
RUN CURVE,998.4849999578884,1000.0411176111138,1.56,R avg +0.43 max 5.23 deg/100ft
RUN STRAIGHT,1000.0411176111138,1000.6393889138717,0.6,
RUN CURVE,1000.6393889138717,1004.9073507219923,4.27,L avg -0.04 max 5.94 deg/100ft
RUN STRAIGHT,1004.9073507219923,1005.6869856070762,0.78,
RUN STRAIGHT,1005.7646431650178,1008.2354753403055,2.47,
RUN STRAIGHT,1008.3027664464386,1008.5984831609027,0.3,
RUN CURVE,1008.5984831609027,1009.364426006606,0.77,R avg +0.94 max 1.97 deg/100ft
RUN CURVE,1009.402725386474,1011.101003160691,1.7,L avg -1.45 max 4.74 deg/100ft
RUN STRAIGHT,1011.101003160691,1011.3311346960669,0.23,
RUN CURVE,1011.3311346960669,1011.8047687885959,0.47,L avg -1.55 max 2.88 deg/100ft
RUN STRAIGHT,1011.8047687885959,1012.6002208074605,0.8,
RUN CURVE,1012.6002208074605,1012.9281560877396,0.33,R avg +0.98 max 1.69 deg/100ft
RUN STRAIGHT,1012.9281560877396,1014.4605495060744,1.53,
RUN STRAIGHT,1014.5463530288602,1016.1963686787333,1.65,
RUN CURVE,1016.1963686787333,1016.789940840129,0.59,R avg +2.17 max 4.73 deg/100ft
