dist_km,lat,lon,elev_m,grade_raw_pct,grade_sm_pct,grade_1km_pct,bearing_deg,curv_deg_km,radius_m,subdivision,in_tunnel
90.2012,49.2045569,-122.0250877,10.9,-1.087,0.120,-0.005,50.0,-7.339,7807,Cascade Subdivision,0
90.3183,49.2052343,-122.0238541,9.6,-0.763,0.206,0.185,46.0,-93.307,614,Cascade Subdivision,0
90.3601,49.2054955,-122.0234394,9.3,-0.711,-0.024,0.149,40.2,-13.474,4252,Cascade Subdivision,0
90.7973,49.2085005,-122.0195581,6.2,1.187,0.054,0.738,40.0,-0.411,139402,Cascade Subdivision,0
91.1892,49.2111998,-122.0160913,10.9,1.081,0.698,0.591,38.8,-28.524,2009,Cascade Subdivision,0
91.2322,49.2115014,-122.0157205,11.3,-1.363,1.166,0.604,36.2,-54.492,1051,Cascade Subdivision,0
91.2787,49.2118389,-122.0153419,10.7,0.517,0.149,0.776,32.6,-8.710,6578,Cascade Subdivision,0
91.6990,49.2150242,-122.0122265,12.9,0.938,2.079,0.793,31.0,-32.144,1782,Cascade Subdivision,0
91.7469,49.2153931,-122.0118867,13.3,1.487,1.120,0.644,28.6,-55.050,1041,Cascade Subdivision,0
91.7915,49.2157458,-122.0115926,14.0,0.780,1.149,0.392,25.5,-67.859,844,Cascade Subdivision,0
91.8364,49.2161103,-122.0113261,14.3,-0.342,1.499,0.286,22.8,-60.109,953,Cascade Subdivision,0
91.8823,49.2164906,-122.0110817,14.2,1.120,0.831,0.251,18.4,-71.170,805,Cascade Subdivision,0
91.9440,49.2170170,-122.0108139,14.9,0.968,1.000,0.199,14.6,-61.783,927,Cascade Subdivision,0
92.0051,49.2175489,-122.0106017,15.5,0.854,0.730,0.151,10.2,-51.561,1111,Cascade Subdivision,0
92.0915,49.2183134,-122.0103921,16.2,1.036,0.749,0.034,4.6,-74.379,770,Cascade Subdivision,0
92.1663,49.2189841,-122.0103097,17.0,1.536,0.885,-0.131,359.9,-58.119,986,Cascade Subdivision,0
92.2469,49.2197092,-122.0103116,18.2,0.996,0.900,-0.227,354.1,-71.345,803,Cascade Subdivision,0
92.3285,49.2204392,-122.0104275,19.0,-0.270,0.883,-0.317,348.9,-68.467,837,Cascade Subdivision,0
92.4042,49.2211074,-122.0106283,18.8,1.432,0.786,-0.204,345.1,-51.167,1120,Cascade Subdivision,0
92.4788,49.2217549,-122.0108924,19.9,1.339,0.606,-0.237,339.5,-87.181,657,Cascade Subdivision,0
92.5427,49.2222934,-122.0112005,20.7,0.842,1.459,-0.131,336.6,0.000,nan,Cascade Subdivision,0
92.5505,49.2223578,-122.0112431,20.8,0.857,-0.986,-0.139,336.6,0.000,nan,Cascade Subdivision,0
92.5591,49.2224292,-122.0112903,20.9,-1.680,-0.300,-0.090,336.6,-0.263,217499,Cascade Subdivision,0
92.6073,49.2228271,-122.0115535,20.1,-2.322,-0.878,0.061,331.3,-129.740,442,Cascade Subdivision,0
92.6483,49.2231502,-122.0118241,19.1,-1.887,-1.156,0.206,329.2,-51.656,1109,Cascade Subdivision,0
92.6896,49.2234691,-122.0121153,18.3,-1.679,-1.330,0.201,326.3,-71.461,802,Cascade Subdivision,0
92.7300,49.2237716,-122.0124242,17.7,-1.613,-1.548,0.266,322.9,-84.597,677,Cascade Subdivision,0
92.7705,49.2240623,-122.0127612,17.0,-0.041,-0.259,0.334,320.0,-13.933,4112,Cascade Subdivision,0
92.9782,49.2254922,-122.0145999,16.9,-1.287,-1.164,0.418,326.9,0.000,nan,Cascade Subdivision,0
93.0106,49.2257366,-122.0148442,16.5,-1.949,-0.831,0.200,333.0,0.000,nan,Cascade Subdivision,0
93.0438,49.2260027,-122.0150518,15.9,-0.233,-0.567,0.272,337.0,0.000,nan,Cascade Subdivision,0
93.0828,49.2263255,-122.0152616,15.8,0.846,-0.270,0.293,345.3,0.000,nan,Cascade Subdivision,0
93.1219,49.2266656,-122.0153986,16.1,0.091,-0.285,0.269,350.7,0.000,nan,Cascade Subdivision,0
93.1607,49.2270094,-122.0154851,16.1,-0.626,-0.050,0.241,354.8,0.000,nan,Cascade Subdivision,0
93.1991,49.2273540,-122.0155333,15.9,0.822,0.400,0.181,2.6,0.000,nan,Cascade Subdivision,0
93.2320,49.2276490,-122.0155130,16.2,-0.377,0.756,0.041,8.8,0.000,nan,Cascade Subdivision,0
93.2646,49.2279392,-122.0154441,16.0,0.847,0.920,0.007,12.9,0.000,nan,Cascade Subdivision,0
93.3016,49.2282634,-122.0153301,16.4,1.489,1.140,-0.005,22.1,0.000,nan,Cascade Subdivision,0
93.3390,49.2285750,-122.0151367,16.9,1.930,1.202,0.035,26.3,98.443,582,Cascade Subdivision,0
93.3822,49.2289233,-122.0148729,17.7,2.324,1.202,-0.022,34.1,167.738,342,Cascade Subdivision,0
93.4286,49.2292688,-122.0145147,18.8,2.408,2.064,-0.112,39.0,0.000,nan,Cascade Subdivision,0
93.4586,49.2294784,-122.0142547,19.5,1.703,1.863,-0.554,44.9,0.000,nan,Cascade Subdivision,0
93.4882,49.2296674,-122.0139667,20.0,1.794,0.635,-0.610,48.0,0.000,nan,Cascade Subdivision,0
93.5204,49.2298608,-122.0136377,20.6,0.944,0.182,-0.677,57.0,0.000,nan,Cascade Subdivision,0
93.5594,49.2300515,-122.0131875,21.0,-0.065,-0.047,-0.733,58.1,3.194,17936,Cascade Subdivision,0
93.8982,49.2316612,-122.0092251,20.8,-1.684,-0.283,-1.084,58.3,1.375,41680,Cascade Subdivision,0
94.0307,49.2322874,-122.0076727,18.5,-0.668,-1.432,-0.215,62.0,0.000,nan,Cascade Subdivision,0
94.0651,49.2324327,-122.0072537,18.3,-1.719,-1.209,-0.295,69.3,162.214,353,Cascade Subdivision,0
94.1098,49.2325748,-122.0066787,17.5,-2.317,-1.089,-0.224,74.0,110.177,520,Cascade Subdivision,0
94.1529,49.2326816,-122.0061074,16.5,-1.355,-1.241,-0.071,79.2,0.000,nan,Cascade Subdivision,0
94.1854,49.2327362,-122.0056675,16.1,0.601,-0.275,0.118,84.3,0.000,nan,Cascade Subdivision,0
94.2195,49.2327667,-122.0052007,16.3,2.136,-1.591,0.100,88.3,92.127,622,Cascade Subdivision,0
94.2629,49.2327784,-122.0046038,17.2,0.683,-1.600,0.208,94.1,128.850,445,Cascade Subdivision,0
94.3082,49.2327491,-122.0039811,17.5,0.580,-1.571,-0.061,97.2,72.948,785,Cascade Subdivision,0
94.3509,49.2327008,-122.0033983,17.8,-1.527,-0.197,-0.238,98.5,3.991,14356,Cascade Subdivision,0
94.6783,49.2322635,-121.9989393,12.8,-2.346,-1.165,0.608,99.5,22.316,2568,Cascade Subdivision,0
94.7231,49.2321967,-121.9983306,11.7,-1.277,-0.541,0.712,102.4,64.723,885,Cascade Subdivision,0
94.7666,49.2321128,-121.9977443,11.2,-0.635,-0.284,0.575,104.8,0.000,nan,Cascade Subdivision,0
94.8056,49.2320232,-121.9972255,10.9,3.935,-0.512,0.563,107.4,0.000,nan,Cascade Subdivision,0
94.8360,49.2319415,-121.9968267,12.1,6.408,0.680,0.590,110.0,50.543,1134,Cascade Subdivision,0
94.8862,49.2317873,-121.9961764,15.3,3.731,1.481,0.434,111.9,0.000,nan,Cascade Subdivision,0
94.9213,49.2316698,-121.9957281,16.7,-0.296,2.008,0.324,113.4,0.000,nan,Cascade Subdivision,0
94.9588,49.2315360,-121.9952540,16.5,-1.994,2.001,0.347,118.0,89.699,639,Cascade Subdivision,0
95.0100,49.2313199,-121.9946308,15.5,0.648,1.058,0.472,118.0,0.132,nan,Cascade Subdivision,0
95.0673,49.2310782,-121.9939340,15.9,2.408,0.050,0.402,117.1,-16.455,3482,Cascade Subdivision,0
95.1218,49.2308552,-121.9932661,17.2,3.466,0.529,0.285,114.2,-51.755,1107,Cascade Subdivision,0
95.1775,49.2306498,-121.9925661,19.1,-3.791,0.641,0.054,111.2,-52.239,1097,Cascade Subdivision,0
95.2344,49.2304645,-121.9918354,17.0,-2.923,0.768,0.293,108.1,-65.212,879,Cascade Subdivision,0
95.2827,49.2303297,-121.9912028,15.6,5.944,0.568,0.228,107.5,-9.273,6179,Cascade Subdivision,0
95.3407,49.2301726,-121.9904414,19.0,0.246,0.078,-0.133,107.9,2.220,25806,Cascade Subdivision,0
95.5239,49.2296651,-121.9880413,19.5,-2.193,-0.748,0.273,107.8,-3.515,16300,Cascade Subdivision,0
95.5683,49.2295431,-121.9874589,18.5,0.071,-0.205,0.255,107.6,-3.375,16974,Cascade Subdivision,0
95.6224,49.2293961,-121.9867494,18.5,-0.575,0.794,0.158,105.5,0.000,nan,Cascade Subdivision,0
95.6524,49.2293239,-121.9863513,18.4,-5.213,-0.080,0.366,103.8,0.000,nan,Cascade Subdivision,0
95.6884,49.2292467,-121.9858695,16.5,-1.139,0.211,0.890,101.6,0.000,nan,Cascade Subdivision,0
95.7221,49.2291855,-121.9854146,16.1,7.125,0.891,1.215,99.6,0.000,nan,Cascade Subdivision,0
95.7415,49.2291566,-121.9851517,17.5,4.226,0.455,1.089,98.9,0.000,nan,Cascade Subdivision,0
95.7725,49.2291135,-121.9847302,18.8,0.648,-0.037,0.754,95.0,-20.070,2855,Cascade Subdivision,0
95.9656,49.2289614,-121.9820809,20.0,-0.180,0.133,0.108,95.2,1.736,33003,Cascade Subdivision,0
96.0569,49.2288872,-121.9808281,19.9,-0.236,0.394,0.306,95.3,1.297,44181,Cascade Subdivision,0
96.1474,49.2288120,-121.9795867,19.7,-1.675,0.430,0.197,94.9,-3.515,16300,Cascade Subdivision,0
96.2590,49.2287262,-121.9780566,17.8,-0.657,1.308,-0.246,94.5,-6.997,8189,Cascade Subdivision,0
96.3106,49.2286894,-121.9773479,17.5,5.955,1.541,-0.163,91.6,0.000,nan,Cascade Subdivision,0
96.3357,49.2286829,-121.9770021,18.9,10.741,1.196,-0.226,88.6,0.000,nan,Cascade Subdivision,0
96.3577,49.2286877,-121.9766989,21.3,8.112,0.404,-0.489,85.6,0.000,nan,Cascade Subdivision,0
96.3932,49.2287124,-121.9762124,24.2,-3.882,1.231,0.505,81.0,0.000,nan,Cascade Subdivision,0
96.4203,49.2287507,-121.9758429,23.1,-4.804,1.317,0.636,76.6,0.000,nan,Cascade Subdivision,0
96.4443,49.2288009,-121.9755214,22.0,-3.715,1.100,1.522,73.5,0.000,nan,Cascade Subdivision,0
96.4760,49.2288817,-121.9751038,20.8,-1.279,1.620,1.704,69.8,0.000,nan,Cascade Subdivision,0
96.5024,49.2289639,-121.9747625,20.5,-1.356,1.122,1.219,65.3,0.000,nan,Cascade Subdivision,0
96.5382,49.2290984,-121.9743139,20.0,4.886,0.919,1.321,61.5,0.000,nan,Cascade Subdivision,0
96.5740,49.2292519,-121.9738805,21.7,7.196,0.694,-0.227,59.3,-53.378,1073,Cascade Subdivision,0
96.6158,49.2294437,-121.9733859,24.7,7.130,0.771,-1.249,59.5,0.000,nan,Cascade Subdivision,0
96.6532,49.2296145,-121.9729416,27.4,-3.635,0.497,-1.523,59.3,-5.867,9766,Cascade Subdivision,0
96.6983,49.2298218,-121.9724080,25.8,-4.429,0.392,-1.436,59.8,0.000,nan,Cascade Subdivision,0
96.7314,49.2299715,-121.9720137,24.3,-3.086,0.141,-1.343,61.1,0.000,nan,Cascade Subdivision,0
96.7699,49.2301385,-121.9715499,23.1,-1.948,-0.561,-1.278,63.1,44.182,1297,Cascade Subdivision,0
96.8137,49.2303168,-121.9710126,22.3,-1.886,-1.132,-1.248,66.7,56.018,1023,Cascade Subdivision,0
96.8794,49.2305503,-121.9701805,21.0,2.025,-1.310,-1.202,69.1,41.590,1378,Cascade Subdivision,0
96.9360,49.2307318,-121.9694527,22.2,0.895,-1.355,-1.173,69.2,2.038,28109,Cascade Subdivision,0
97.0040,49.2309485,-121.9685774,22.8,-2.450,-1.755,-1.123,69.4,2.562,22360,Cascade Subdivision,0
97.0580,49.2311198,-121.9678804,21.4,-3.673,-1.793,-0.916,68.2,-27.448,2087,Cascade Subdivision,0
97.1019,49.2312664,-121.9673199,19.8,-7.119,-1.285,-0.829,65.2,-71.666,799,Cascade Subdivision,0
97.1427,49.2314200,-121.9668097,16.9,-3.580,2.142,-0.557,60.7,0.000,nan,Cascade Subdivision,0
97.1822,49.2315937,-121.9663354,15.5,1.135,4.262,-0.458,57.3,0.000,nan,Cascade Subdivision,0
97.2217,49.2317860,-121.9658769,16.0,1.610,2.473,-0.533,56.0,-24.995,2292,Cascade Subdivision,0
97.2748,49.2320534,-121.9652707,16.8,21.129,-0.045,-0.611,56.3,5.464,10486,Cascade Subdivision,0
97.3321,49.2323395,-121.9646144,28.9,14.432,-1.702,-1.958,56.2,-1.160,49409,Cascade Subdivision,0
97.3829,49.2325936,-121.9640328,36.3,-6.961,-0.829,-2.715,55.4,-12.442,4605,Cascade Subdivision,0
97.4448,49.2329093,-121.9633308,32.0,-23.331,-0.813,-2.270,56.1,12.101,4735,Cascade Subdivision,0
97.4977,49.2331744,-121.9627270,19.6,-3.236,-0.160,-0.866,55.4,-2.382,24052,Cascade Subdivision,0
97.7948,49.2346926,-121.9593595,10.0,2.437,-3.443,0.215,58.5,55.002,1042,Cascade Subdivision,0
97.8522,49.2349622,-121.9586848,11.4,1.762,-4.634,0.099,62.0,54.838,1045,Cascade Subdivision,0
97.9156,49.2352296,-121.9579143,12.5,3.796,-18.939,-0.018,64.4,0.000,nan,Cascade Subdivision,0
97.9286,49.2352801,-121.9577532,13.0,0.227,-2.414,-0.081,64.8,0.000,nan,Cascade Subdivision,0
97.9678,49.2354302,-121.9572645,13.1,-1.894,1.228,-0.093,70.1,0.000,nan,Cascade Subdivision,0
97.9854,49.2354842,-121.9570363,12.8,-1.851,-0.057,-0.060,70.1,0.000,nan,Cascade Subdivision,0
98.0114,49.2355641,-121.9566989,12.3,-0.781,-0.561,-0.010,70.5,0.000,nan,Cascade Subdivision,0
98.0423,49.2356566,-121.9562986,12.1,-0.978,-0.681,0.016,73.5,0.000,nan,Cascade Subdivision,0
98.0739,49.2357372,-121.9558807,11.7,-1.461,-0.778,0.075,76.2,0.000,nan,Cascade Subdivision,0
98.1047,49.2358033,-121.9554691,11.3,-0.701,-0.796,0.131,78.4,0.000,nan,Cascade Subdivision,0
98.1262,49.2358421,-121.9551793,11.1,0.291,-0.165,0.077,82.4,75.745,756,Cascade Subdivision,0
98.1791,49.2359049,-121.9544561,11.3,-0.176,-0.125,0.050,87.1,80.036,716,Cascade Subdivision,0
98.2378,49.2359314,-121.9536487,11.2,0.353,0.008,0.034,88.8,27.181,2108,Cascade Subdivision,0
98.2985,49.2359431,-121.9528136,11.4,0.678,0.159,0.025,92.2,0.000,nan,Cascade Subdivision,0
98.3257,49.2359339,-121.9524393,11.6,-0.580,0.258,0.017,93.3,0.000,nan,Cascade Subdivision,0
98.3473,49.2359227,-121.9521416,11.5,1.321,0.253,0.023,95.3,0.000,nan,Cascade Subdivision,0
98.3710,49.2359031,-121.9518164,11.8,-0.288,0.096,0.008,97.6,46.488,1232,Cascade Subdivision,0
98.4201,49.2358451,-121.9511466,11.6,-0.155,0.250,0.015,100.4,0.000,nan,Cascade Subdivision,0
98.4510,49.2357950,-121.9507276,11.6,0.735,0.382,0.018,102.8,0.000,nan,Cascade Subdivision,0
98.4764,49.2357442,-121.9503865,11.8,-0.162,0.072,0.009,103.4,4.495,12747,Cascade Subdivision,0
98.6032,49.2354796,-121.9486880,11.6,0.349,0.063,0.020,103.4,-0.250,229322,Cascade Subdivision,0
98.7334,49.2352085,-121.9469434,12.0,0.381,0.120,-0.005,103.4,0.614,93372,Cascade Subdivision,0
98.8231,49.2350210,-121.9457419,12.4,-0.135,0.029,-0.026,103.5,0.482,118912,Cascade Subdivision,0
98.9466,49.2347616,-121.9440873,12.2,0.444,-0.002,-0.017,102.9,-12.356,4637,Cascade Subdivision,0
98.9990,49.2346568,-121.9433839,12.4,0.253,0.100,-0.033,101.5,0.000,nan,Cascade Subdivision,0
99.0250,49.2346102,-121.9430327,12.5,-1.193,-0.095,-0.039,99.5,-38.495,1488,Cascade Subdivision,0
99.0774,49.2345327,-121.9423212,11.9,-0.280,-0.139,0.005,104.4,0.000,nan,Cascade Subdivision,0
99.1151,49.2344481,-121.9418180,11.8,0.079,-0.322,0.013,104.9,0.000,nan,Cascade Subdivision,0
99.1287,49.2344169,-121.9416380,11.8,-1.864,0.071,0.013,103.6,0.000,nan,Cascade Subdivision,0
99.1368,49.2343998,-121.9415294,11.6,0.024,-0.000,0.024,103.3,-0.168,340841,Cascade Subdivision,0
100.4552,49.2316636,-121.9238620,12.0,-0.086,0.065,0.066,103.4,0.344,166442,Cascade Subdivision,0
100.5664,49.2314321,-121.9223710,11.9,1.067,0.145,0.113,103.7,5.507,10404,Cascade Subdivision,0
100.6252,49.2313069,-121.9215844,12.5,0.033,0.219,0.338,106.6,62.097,923,Cascade Subdivision,0
100.6712,49.2311892,-121.9209779,12.5,-0.099,0.330,0.471,109.4,70.132,817,Cascade Subdivision,0
100.7120,49.2310671,-121.9204474,12.5,-0.011,-0.033,0.196,112.2,60.845,942,Cascade Subdivision,0
100.7577,49.2309120,-121.9198652,12.5,0.285,0.047,0.206,115.3,66.026,868,Cascade Subdivision,0
100.8046,49.2307316,-121.9192806,12.6,0.222,-0.105,0.055,118.4,57.274,1000,Cascade Subdivision,0
100.8596,49.2304963,-121.9186153,12.7,-1.236,-0.052,0.056,120.4,27.422,2089,Cascade Subdivision,0
100.9306,49.2301733,-121.9177718,11.8,0.594,0.053,0.155,120.6,0.000,nan,Cascade Subdivision,0
100.9643,49.2300189,-121.9173724,12.0,-0.023,0.148,-0.070,120.3,0.000,nan,Cascade Subdivision,0
101.0029,49.2298436,-121.9169133,12.0,0.200,0.420,-0.072,120.6,3.324,17238,Cascade Subdivision,0
101.0927,49.2294321,-121.9158484,12.2,0.116,0.150,0.530,120.6,0.044,1312105,Cascade Subdivision,0
101.4342,49.2278673,-121.9118016,12.6,0.474,0.472,0.645,120.5,-2.481,23091,Cascade Subdivision,0
101.4999,49.2275680,-121.9110225,12.9,5.303,0.265,0.655,119.9,-10.157,5641,Cascade Subdivision,0
101.5508,49.2273396,-121.9104155,15.6,3.332,0.430,0.443,118.2,0.000,nan,Cascade Subdivision,0
101.5870,49.2271854,-121.9099758,16.8,-3.455,-0.150,0.345,116.3,-26.871,2132,Cascade Subdivision,0
101.6595,49.2268965,-121.9090802,14.3,-1.351,1.116,0.620,108.2,-90.714,632,Cascade Subdivision,0
101.7484,49.2266466,-121.9079183,13.1,0.147,0.834,0.811,100.0,-75.594,758,Cascade Subdivision,0
101.8569,49.2264767,-121.9064465,13.3,-1.732,0.345,0.573,89.6,-92.870,617,Cascade Subdivision,0
101.9688,49.2264832,-121.9049053,11.3,1.325,-0.073,0.120,88.3,-1.980,28941,Cascade Subdivision,0
102.6634,49.2266731,-121.8953447,20.5,-0.644,-0.128,-0.582,88.3,0.086,nan,Cascade Subdivision,0
102.7231,49.2266894,-121.8945232,20.2,-1.766,0.480,-0.579,80.1,-99.877,574,Cascade Subdivision,0
102.8052,49.2268167,-121.8934103,18.7,-1.641,0.125,-0.479,69.9,-28.262,2027,Cascade Subdivision,0
103.1666,49.2279362,-121.8887379,12.8,0.822,0.210,0.153,71.1,10.610,5400,Cascade Subdivision,0
103.2800,49.2282674,-121.8872604,13.7,2.058,-0.654,0.116,84.7,109.531,523,Cascade Subdivision,0
103.4045,49.2283710,-121.8855534,16.3,3.000,-3.535,-0.367,91.8,0.000,nan,Cascade Subdivision,0
103.4248,49.2283654,-121.8852742,16.9,-3.645,-0.566,-0.438,91.7,-0.149,383644,Cascade Subdivision,0
103.5245,49.2283381,-121.8839018,13.2,0.307,0.100,0.041,93.3,5.926,9669,Cascade Subdivision,0
103.7815,49.2282063,-121.8803679,14.0,0.413,-0.138,-0.125,100.4,75.807,756,Cascade Subdivision,0
103.8755,49.2280539,-121.8790952,14.4,-0.108,-0.204,0.225,102.5,9.834,5826,Cascade Subdivision,0
104.0893,49.2276379,-121.8762204,14.2,0.386,-0.241,0.852,99.1,-20.114,2849,Cascade Subdivision,0
104.2568,49.2273990,-121.8739427,14.8,-1.682,-0.039,-0.280,88.2,-84.960,674,Cascade Subdivision,0
104.3858,49.2274361,-121.8721676,12.7,0.465,1.394,-0.061,75.3,0.000,nan,Cascade Subdivision,0
104.4084,49.2274879,-121.8718661,12.8,0.796,0.858,-0.073,75.2,-0.213,269529,Cascade Subdivision,0
104.5188,49.2277408,-121.8703965,13.6,-0.376,1.081,-0.211,61.4,-63.860,897,Cascade Subdivision,0
104.7358,49.2286758,-121.8677729,12.8,4.260,1.625,-0.079,74.2,146.531,391,Cascade Subdivision,0
104.8232,49.2288900,-121.8666155,16.6,2.979,0.409,-0.461,79.8,30.647,1870,Cascade Subdivision,0
105.0059,49.2291816,-121.8641395,22.0,27.378,0.230,-0.827,77.3,-61.091,938,Cascade Subdivision,0
105.0459,49.2292606,-121.8636014,33.0,-19.215,-0.510,-1.846,74.6,0.000,nan,Cascade Subdivision,0
105.0811,49.2293447,-121.8631334,26.2,-19.215,-0.251,-1.276,70.5,0.000,nan,Cascade Subdivision,1
105.1204,49.2294627,-121.8626237,18.6,-14.468,-1.709,-0.595,64.8,0.000,nan,Cascade Subdivision,0
105.1559,49.2295985,-121.8621811,13.5,-3.342,-3.186,-0.101,58.2,0.000,nan,Cascade Subdivision,0
105.1946,49.2297820,-121.8617281,12.2,-0.082,-1.242,0.029,56.9,-6.125,9354,Cascade Subdivision,0
105.3983,49.2307811,-121.8593774,12.0,-0.766,-4.046,0.085,50.4,-145.582,394,Cascade Subdivision,0
105.4434,49.2310397,-121.8588991,11.7,1.088,-2.107,0.040,46.5,0.000,nan,Cascade Subdivision,0
105.4829,49.2312848,-121.8585042,12.1,1.248,0.100,0.049,39.2,-150.309,381,Cascade Subdivision,0
105.5310,49.2316199,-121.8580853,12.7,-2.743,0.086,-0.045,34.1,-123.151,465,Cascade Subdivision,0
105.5724,49.2319279,-121.8577656,11.6,0.156,0.030,0.078,29.5,-18.821,3044,Cascade Subdivision,0
105.8159,49.2338324,-121.8561122,12.0,3.709,0.159,0.255,28.7,-16.046,3571,Cascade Subdivision,0
105.8675,49.2342401,-121.8557701,13.9,-0.487,0.012,0.099,29.0,1.135,50460,Cascade Subdivision,0
106.1545,49.2364963,-121.8538512,12.5,0.295,0.030,0.136,30.3,27.969,2049,Cascade Subdivision,0
106.1983,49.2368364,-121.8535472,12.6,-0.707,0.157,0.129,33.3,0.000,nan,Cascade Subdivision,0
106.2361,49.2371203,-121.8532620,12.4,0.120,0.170,0.161,36.7,76.806,746,Cascade Subdivision,0
106.2815,49.2374475,-121.8528878,12.4,0.973,-0.454,0.163,38.5,38.945,1471,Cascade Subdivision,0
106.3251,49.2377552,-121.8525136,12.8,-1.510,0.023,0.078,44.7,122.834,466,Cascade Subdivision,0
106.3760,49.2380802,-121.8520211,12.1,1.071,0.012,0.117,48.1,69.308,827,Cascade Subdivision,0
106.4248,49.2383733,-121.8515212,12.6,-0.480,0.199,0.094,52.1,66.903,856,Cascade Subdivision,0
106.4846,49.2387042,-121.8508706,12.3,0.476,0.235,0.111,57.3,86.529,662,Cascade Subdivision,0
106.5447,49.2389960,-121.8501751,12.6,0.172,0.384,0.100,62.0,98.523,582,Cascade Subdivision,0
106.5931,49.2392002,-121.8495857,12.7,1.339,0.715,0.098,65.2,66.811,858,Cascade Subdivision,0
106.6408,49.2393800,-121.8489887,13.3,0.485,0.605,0.066,69.8,97.490,588,Cascade Subdivision,0
106.6876,49.2395253,-121.8483839,13.5,1.634,0.422,0.055,73.7,82.026,699,Cascade Subdivision,0
106.7356,49.2396462,-121.8477492,14.3,0.976,0.499,0.012,77.3,73.434,780,Cascade Subdivision,0
106.7845,49.2397427,-121.8470919,14.8,0.113,0.748,-0.015,81.9,93.206,615,Cascade Subdivision,0
106.8338,49.2398050,-121.8464196,14.9,-0.248,0.299,-0.019,83.3,3.752,15271,Cascade Subdivision,0
107.2094,49.2401972,-121.8412806,13.9,0.048,0.012,0.048,83.3,-0.004,nan,Cascade Subdivision,0
108.4988,49.2415435,-121.8236400,14.5,0.178,0.013,0.027,83.3,-0.047,1230725,Cascade Subdivision,0
109.1070,49.2421815,-121.8153202,15.6,3.089,0.044,0.080,82.5,-3.751,15276,Cascade Subdivision,0
109.3225,49.2424349,-121.8123759,22.3,-4.215,0.143,-0.401,85.7,18.048,3175,Cascade Subdivision,0
109.4997,49.2425547,-121.8099430,14.8,0.064,0.282,0.176,90.9,26.262,2182,Cascade Subdivision,0
109.6977,49.2425271,-121.8072152,14.9,0.325,0.240,0.199,96.3,27.936,2051,Cascade Subdivision,0
109.8902,49.2423382,-121.8045796,15.6,0.168,0.066,0.100,96.1,-0.236,242507,Cascade Subdivision,0
110.6702,49.2415948,-121.7938961,16.9,0.074,-0.016,0.074,96.4,0.176,325372,Cascade Subdivision,0
112.7225,49.2395208,-121.7658045,18.4,-0.373,1.321,0.121,95.1,-29.321,1954,Cascade Subdivision,0
112.7675,49.2394847,-121.7651878,18.2,0.142,0.058,0.142,95.8,0.595,96289,Cascade Subdivision,0
113.8343,49.2385212,-121.7505669,19.7,-0.052,0.543,-0.056,90.6,-47.017,1219,Cascade Subdivision,0
113.9448,49.2385114,-121.7490456,19.7,-0.109,0.567,-0.057,83.3,-64.106,894,Cascade Subdivision,0
114.0574,49.2386288,-121.7475046,19.6,0.438,0.513,-0.050,77.7,-79.835,718,Cascade Subdivision,0
114.1287,49.2387658,-121.7465458,19.9,0.394,0.138,-0.243,70.3,-60.044,954,Cascade Subdivision,0
114.2513,49.2391376,-121.7449559,20.4,0.967,-0.071,-0.309,62.5,-46.457,1233,Cascade Subdivision,0
114.4196,49.2398370,-121.7429002,22.0,-0.816,-0.089,-0.520,52.5,-122.861,466,Cascade Subdivision,0
114.5010,49.2402828,-121.7420111,21.3,-1.649,-0.340,-0.495,46.7,-54.411,1053,Cascade Subdivision,0
114.6066,49.2409340,-121.7409516,19.6,-0.795,-0.373,0.048,39.5,-72.064,795,Cascade Subdivision,0
114.7069,49.2416303,-121.7400725,18.8,0.127,0.017,0.085,32.8,-26.003,2203,Cascade Subdivision,0
114.9645,49.2435769,-121.7381508,19.1,-0.511,0.023,0.080,32.9,0.159,360159,Cascade Subdivision,0
115.4368,49.2471441,-121.7346188,16.7,0.769,1.857,0.263,30.4,0.000,nan,Cascade Subdivision,0
115.4608,49.2473302,-121.7344513,16.9,0.255,0.031,0.255,32.8,1.554,36878,Cascade Subdivision,0
116.9650,49.2587041,-121.7232310,20.7,0.105,0.022,0.105,32.7,-0.017,3331367,Cascade Subdivision,0
119.0183,49.2742353,-121.7079252,22.9,0.079,0.017,0.079,32.8,0.015,3745147,Cascade Subdivision,0
121.5533,49.2934025,-121.6890004,24.9,-0.127,0.061,-0.127,32.8,-0.009,6402301,Cascade Subdivision,0
122.7697,49.3026005,-121.6799212,23.3,-0.106,0.079,-0.106,32.8,-0.003,nan,Cascade Subdivision,0
123.6768,49.3094604,-121.6731498,22.4,0.083,0.170,0.056,32.7,-0.161,355648,Cascade Subdivision,0
123.8071,49.3104458,-121.6721779,22.5,0.308,-0.042,0.098,32.5,-5.512,10394,Cascade Subdivision,0
123.8542,49.3108033,-121.6718288,22.6,-0.005,-0.687,0.004,34.3,41.263,1389,Cascade Subdivision,0
123.8974,49.3111241,-121.6714936,22.6,-0.375,-0.255,0.041,34.2,0.000,nan,Cascade Subdivision,0
123.9337,49.3113946,-121.6712116,22.5,0.623,-0.017,0.004,35.3,0.000,nan,Cascade Subdivision,0
123.9704,49.3116636,-121.6709196,22.7,-0.517,0.083,0.028,36.5,0.000,nan,Cascade Subdivision,0
