dist_km,lat,lon,elev_m,grade_raw_pct,grade_sm_pct,grade_1km_pct,bearing_deg,curv_deg_km,radius_m,subdivision,in_tunnel
7.2413,49.2929591,-123.0243514,21.9,-3.154,-2.388,-1.372,75.0,85.281,672,Cascade Subdivision,0
7.2920,49.2930771,-123.0236765,20.3,-2.435,-1.305,-1.288,82.6,96.499,594,Cascade Subdivision,0
7.3711,49.2931684,-123.0225954,18.4,-3.318,-0.873,-1.359,86.8,32.282,1775,Cascade Subdivision,0
7.5003,49.2932334,-123.0208165,14.1,-2.302,-1.128,-1.146,86.6,-1.402,40874,Cascade Subdivision,0
7.6039,49.2932879,-123.0193898,11.7,-0.307,-4.617,-0.704,91.7,0.000,nan,Cascade Subdivision,0
7.6358,49.2932792,-123.0189505,11.6,-1.489,-3.402,-0.717,93.6,0.000,nan,Cascade Subdivision,0
7.6729,49.2932583,-123.0184399,11.1,0.998,-1.348,-0.687,99.4,76.175,752,Cascade Subdivision,0
7.7493,49.2931459,-123.0174003,11.8,-1.886,-0.662,-0.696,98.1,-14.158,4047,Cascade Subdivision,0
7.8388,49.2930319,-123.0161792,10.1,0.071,-0.205,-0.020,99.3,10.828,5291,Cascade Subdivision,0
7.9453,49.2928770,-123.0147289,10.2,-1.340,-3.512,-0.070,99.8,0.000,nan,Cascade Subdivision,0
7.9503,49.2928694,-123.0146612,10.1,-0.674,-0.209,-0.494,97.4,-20.203,2836,Cascade Subdivision,0
8.0675,49.2927337,-123.0130592,9.4,1.880,-1.285,-0.009,100.3,0.000,nan,Cascade Subdivision,0
8.0999,49.2926814,-123.0126185,10.0,1.550,-2.409,-0.078,98.9,0.000,nan,Cascade Subdivision,0
8.1159,49.2926592,-123.0124014,10.2,-1.895,-0.966,0.066,99.9,16.204,3536,Cascade Subdivision,0
8.1743,49.2925692,-123.0116073,9.1,-1.729,-1.983,0.491,99.9,0.000,nan,Cascade Subdivision,0
8.2103,49.2925138,-123.0111184,8.5,-2.772,-1.436,0.554,103.3,67.172,853,Cascade Subdivision,0
8.2615,49.2924080,-123.0104318,7.1,-3.166,-1.830,0.840,111.0,178.808,320,Cascade Subdivision,0
8.3048,49.2922680,-123.0098739,5.7,-3.092,-1.708,1.031,117.1,147.988,387,Cascade Subdivision,0
8.3455,49.2921018,-123.0093750,4.4,-3.226,-1.601,1.001,122.4,0.000,nan,Cascade Subdivision,0
8.3752,49.2919584,-123.0090290,3.5,0.356,-0.936,1.138,124.4,0.000,nan,Cascade Subdivision,0
8.4148,49.2917572,-123.0085784,3.6,0.550,-0.041,1.154,125.9,7.981,7179,Cascade Subdivision,0
8.6047,49.2907557,-123.0064581,4.7,2.296,0.859,1.264,124.2,0.000,nan,Cascade Subdivision,0
8.6323,49.2906158,-123.0061429,5.3,0.952,2.956,0.905,118.7,0.000,nan,Cascade Subdivision,0
8.6556,49.2905151,-123.0058608,5.5,3.026,3.006,0.903,113.1,0.000,nan,Cascade Subdivision,0
8.6859,49.2904084,-123.0054764,6.4,3.774,2.429,0.834,107.3,0.000,nan,Cascade Subdivision,0
8.7166,49.2903263,-123.0050727,7.6,8.569,0.288,0.426,101.8,0.000,nan,Cascade Subdivision,0
8.7441,49.2902756,-123.0047013,10.0,2.458,0.366,0.189,96.4,0.000,nan,Cascade Subdivision,0
8.7771,49.2902423,-123.0042493,10.8,-1.661,0.657,0.107,91.8,-65.180,879,Cascade Subdivision,0
8.8484,49.2902222,-123.0032663,9.6,-5.111,0.654,0.228,90.2,-19.617,2921,Cascade Subdivision,0
8.9322,49.2902202,-123.0021110,5.3,6.405,4.994,0.753,89.2,0.000,nan,Cascade Subdivision,0
8.9473,49.2902221,-123.0019030,6.3,5.661,0.882,0.663,86.0,-60.231,951,Cascade Subdivision,0
9.0004,49.2902554,-123.0011728,9.3,4.346,1.509,0.346,78.7,0.000,nan,Cascade Subdivision,0
9.0361,49.2903184,-123.0006900,10.8,4.809,0.931,0.193,69.8,-152.795,375,Cascade Subdivision,0
9.0944,49.2904994,-122.9999363,13.6,0.130,1.969,-0.173,62.8,-121.063,473,Cascade Subdivision,0
9.1519,49.2907356,-122.9992309,13.7,2.201,1.901,-0.220,54.7,-129.192,443,Cascade Subdivision,0
9.2145,49.2910610,-122.9985255,15.1,-1.485,1.403,-0.707,54.6,-2.099,27296,Cascade Subdivision,0
9.2924,49.2914668,-122.9976511,13.9,0.829,1.302,-0.792,53.0,-29.837,1920,Cascade Subdivision,0
9.3447,49.2917502,-122.9970744,14.4,2.059,0.095,-0.916,55.6,36.630,1564,Cascade Subdivision,0
9.4145,49.2921053,-122.9962804,15.8,4.213,-0.465,-1.128,58.5,55.724,1028,Cascade Subdivision,0
9.4670,49.2923520,-122.9956635,18.0,-3.081,-0.744,-1.438,58.2,-5.397,10615,Cascade Subdivision,0
9.5231,49.2926179,-122.9950064,16.3,-2.414,-0.201,-1.354,59.9,19.084,3002,Cascade Subdivision,0
9.6110,49.2930150,-122.9939577,14.1,-2.977,-0.268,-1.197,60.9,12.908,4439,Cascade Subdivision,0
9.6918,49.2933684,-122.9929840,11.7,-0.009,-0.453,-0.990,59.5,-13.880,4128,Cascade Subdivision,0
9.7960,49.2938442,-122.9917475,11.7,0.825,-0.848,-0.685,60.7,13.379,4282,Cascade Subdivision,0
9.8890,49.2942535,-122.9906290,12.5,0.147,-0.966,-0.832,60.3,-4.990,11483,Cascade Subdivision,0
9.9687,49.2946086,-122.9896742,12.6,-1.188,-1.397,-0.685,66.5,121.949,470,Cascade Subdivision,0
10.0194,49.2947905,-122.9890331,12.0,-0.757,-1.447,-0.658,75.0,198.918,288,Cascade Subdivision,0
10.0623,49.2948902,-122.9884618,11.7,-3.512,-1.600,-0.615,82.5,167.268,343,Cascade Subdivision,0
10.1072,49.2949427,-122.9878476,10.1,-4.153,-2.151,-0.477,92.0,0.000,nan,Cascade Subdivision,0
10.1465,49.2949305,-122.9873058,8.5,-3.581,-1.903,-0.316,101.1,191.544,299,Cascade Subdivision,0
10.1941,49.2948482,-122.9866620,6.8,-1.912,-2.224,-0.114,109.7,207.390,276,Cascade Subdivision,0
10.2356,49.2947223,-122.9861229,6.0,-0.502,-2.009,-0.038,117.1,148.574,386,Cascade Subdivision,0
10.2852,49.2945194,-122.9855141,5.7,-0.689,-1.619,-0.014,119.4,45.086,1271,Cascade Subdivision,0
10.3374,49.2942885,-122.9848864,5.4,-1.250,-1.191,0.023,122.3,48.950,1170,Cascade Subdivision,0
10.3971,49.2940016,-122.9841917,4.6,-1.723,-1.008,0.246,125.7,63.437,903,Cascade Subdivision,0
10.4498,49.2937252,-122.9836016,3.7,-0.590,-0.190,0.359,133.4,121.019,473,Cascade Subdivision,0
10.5135,49.2933316,-122.9829633,3.3,-1.198,-0.083,0.344,135.7,50.583,1133,Cascade Subdivision,0
10.5589,49.2930395,-122.9825261,2.8,-0.427,0.014,0.420,136.0,4.762,12031,Cascade Subdivision,0
10.6221,49.2926302,-122.9819199,2.5,4.572,0.073,0.226,134.0,-36.879,1554,Cascade Subdivision,0
10.6765,49.2922908,-122.9813808,5.0,1.065,0.435,0.063,125.1,0.000,nan,Cascade Subdivision,0
10.7157,49.2920879,-122.9809382,5.4,0.146,3.706,-0.039,125.7,0.000,nan,Cascade Subdivision,0
10.7245,49.2920420,-122.9808401,5.4,-0.691,0.488,-0.041,122.6,-41.652,1376,Cascade Subdivision,0
10.7969,49.2916908,-122.9799994,4.9,0.205,0.575,0.171,124.9,33.217,1725,Cascade Subdivision,0
10.8662,49.2913339,-122.9792162,5.1,1.107,0.095,0.064,123.4,-20.359,2814,Cascade Subdivision,0
10.9433,49.2909525,-122.9783284,5.9,-0.298,0.019,-0.090,121.7,-16.226,3531,Cascade Subdivision,0
11.0477,49.2904592,-122.9771027,5.6,0.122,0.265,-0.179,122.4,10.279,5574,Cascade Subdivision,0
11.1217,49.2901023,-122.9762417,5.7,-0.112,0.207,-0.203,123.0,5.170,11082,Cascade Subdivision,0
11.2260,49.2895915,-122.9750347,5.6,-0.013,-0.087,-0.167,124.1,18.542,3090,Cascade Subdivision,0
11.2864,49.2892871,-122.9743453,5.6,1.781,-0.053,-0.127,117.9,-77.207,742,Cascade Subdivision,0
11.3661,49.2889512,-122.9733744,7.0,-0.305,-0.063,0.209,108.2,-86.598,662,Cascade Subdivision,0
11.4791,49.2886345,-122.9718938,6.7,-2.289,0.120,0.820,104.8,-38.246,1498,Cascade Subdivision,0
11.5667,49.2884333,-122.9707270,4.7,2.029,0.026,0.389,104.7,-2.933,19532,Cascade Subdivision,0
11.6127,49.2883284,-122.9701128,5.6,-0.858,-0.094,0.319,105.7,15.558,3683,Cascade Subdivision,0
11.6762,49.2881744,-122.9692706,5.1,2.282,-0.330,0.393,105.6,-0.974,58806,Cascade Subdivision,0
11.7420,49.2880152,-122.9683962,6.6,-1.061,-0.439,0.261,104.7,-10.646,5382,Cascade Subdivision,0
11.8231,49.2878298,-122.9673153,5.7,-1.611,-0.291,0.355,104.1,0.000,nan,Cascade Subdivision,0
11.8590,49.2877510,-122.9668352,5.1,0.199,-0.239,0.433,105.1,12.472,4594,Cascade Subdivision,0
11.9388,49.2875638,-122.9657730,5.3,-1.242,-0.120,0.862,105.0,-0.990,57850,Cascade Subdivision,0
12.0560,49.2872909,-122.9642120,3.8,0.012,-0.506,1.146,104.1,-14.802,3871,Cascade Subdivision,0
12.1188,49.2871536,-122.9633724,3.8,1.079,-0.708,1.088,97.4,0.000,nan,Cascade Subdivision,0
12.1413,49.2871275,-122.9630644,4.1,-0.698,0.146,0.768,94.9,0.000,nan,Cascade Subdivision,0
12.1613,49.2871120,-122.9627897,3.9,0.496,1.291,0.801,90.8,0.000,nan,Cascade Subdivision,0
12.1785,49.2871099,-122.9625518,4.0,1.151,1.820,0.602,84.7,0.000,nan,Cascade Subdivision,0
12.2135,49.2871387,-122.9620716,4.4,4.887,5.584,0.697,80.5,0.000,nan,Cascade Subdivision,0
12.2326,49.2871670,-122.9618123,5.4,7.707,5.733,0.555,75.5,0.000,nan,Cascade Subdivision,0
12.2547,49.2872168,-122.9615165,7.1,8.427,2.891,0.380,71.9,0.000,nan,Cascade Subdivision,0
12.2768,49.2872782,-122.9612280,8.9,5.230,0.960,0.206,68.4,-54.126,1059,Cascade Subdivision,0
12.3424,49.2874956,-122.9603871,12.3,3.206,1.995,-0.410,65.2,-53.612,1069,Cascade Subdivision,0
12.4013,49.2877176,-122.9596498,14.2,-1.834,0.390,-0.645,66.4,4.301,13322,Cascade Subdivision,0
12.6855,49.2887393,-122.9560568,9.0,0.041,1.106,0.132,66.6,1.708,33552,Cascade Subdivision,0
12.7679,49.2890336,-122.9550149,9.1,2.940,0.417,0.140,66.4,-1.296,44211,Cascade Subdivision,0
12.9301,49.2896181,-122.9529662,13.8,1.809,0.763,-0.255,66.1,0.000,nan,Cascade Subdivision,0
12.9522,49.2896987,-122.9526873,14.2,0.554,-1.776,-0.342,68.7,0.000,nan,Cascade Subdivision,0
12.9740,49.2897698,-122.9524076,14.3,-0.082,0.247,-0.363,71.6,0.000,nan,Cascade Subdivision,0
12.9994,49.2898422,-122.9520746,14.3,-2.351,0.792,-0.371,74.2,0.000,nan,Cascade Subdivision,0
13.0260,49.2899074,-122.9517218,13.7,-7.173,-1.162,-0.195,77.2,0.000,nan,Cascade Subdivision,0
13.0616,49.2899786,-122.9512427,11.1,-5.087,-1.352,0.007,81.8,0.000,nan,Cascade Subdivision,0
13.0934,49.2900193,-122.9508094,9.5,4.493,-2.282,0.141,85.0,0.000,nan,Cascade Subdivision,0
13.1204,49.2900405,-122.9504381,10.7,-0.547,-1.761,0.041,88.1,72.812,787,Cascade Subdivision,0
13.1625,49.2900533,-122.9498579,10.5,1.177,-1.271,0.063,91.0,0.000,nan,Cascade Subdivision,0
13.1862,49.2900496,-122.9495315,10.8,-2.760,0.337,0.039,91.7,13.942,4110,Cascade Subdivision,0
13.2362,49.2900363,-122.9488418,9.4,-1.421,0.709,0.171,90.6,-14.582,3929,Cascade Subdivision,0
13.3078,49.2900290,-122.9478547,8.4,8.360,-0.106,0.287,88.0,0.000,nan,Cascade Subdivision,0
13.3425,49.2900400,-122.9473767,11.3,4.722,0.492,-0.007,85.8,0.000,nan,Cascade Subdivision,0
13.3680,49.2900567,-122.9470267,12.5,4.308,0.067,-0.136,83.1,0.000,nan,Cascade Subdivision,0
13.3934,49.2900840,-122.9466788,13.6,-0.846,0.061,-0.262,79.4,-10.076,5686,Cascade Subdivision,0
13.7648,49.2906984,-122.9416455,10.4,1.502,0.339,-0.368,79.4,-0.375,152587,Cascade Subdivision,0
13.8357,49.2908160,-122.9406847,11.5,-0.730,-0.470,-0.384,79.1,-3.600,15915,Cascade Subdivision,0
13.9159,49.2909527,-122.9395981,10.9,0.079,-0.185,-0.354,79.2,0.206,277814,Cascade Subdivision,0
14.2966,49.2915964,-122.9344427,11.2,-2.071,-2.173,-0.475,80.1,22.112,2591,Cascade Subdivision,0
14.3406,49.2916642,-122.9338450,10.3,-4.085,-1.292,-0.400,83.8,73.384,781,Cascade Subdivision,0
14.3905,49.2917127,-122.9331610,8.3,-3.246,-1.436,-0.268,88.1,98.686,581,Cascade Subdivision,0
14.4344,49.2917256,-122.9325560,6.9,-1.692,-0.955,-0.167,96.7,159.814,359,Cascade Subdivision,0
14.4882,49.2916688,-122.9318185,5.9,-1.413,-1.152,-0.062,104.6,170.503,336,Cascade Subdivision,0
14.5343,49.2915644,-122.9312036,5.3,1.883,-0.521,0.043,110.2,89.804,638,Cascade Subdivision,0
14.5970,49.2913697,-122.9303930,6.5,0.705,-0.080,-0.018,111.6,28.941,1980,Cascade Subdivision,0
14.6459,49.2912076,-122.9297663,6.8,0.276,0.240,0.327,111.3,-5.303,10804,Cascade Subdivision,0
14.7060,49.2910111,-122.9289941,7.0,0.602,0.128,0.320,111.9,4.873,11758,Cascade Subdivision,0
14.8267,49.2906061,-122.9274496,7.7,0.255,0.160,0.323,111.8,-1.058,54153,Cascade Subdivision,0
14.9273,49.2902703,-122.9261621,8.0,0.039,-0.080,0.098,111.1,-5.991,9564,Cascade Subdivision,0
15.0351,49.2899204,-122.9247754,8.0,-0.735,-0.171,0.172,111.7,4.698,12195,Cascade Subdivision,0
15.1473,49.2895477,-122.9233378,7.2,-0.471,-0.157,-0.121,111.2,-3.606,15888,Cascade Subdivision,0
15.2752,49.2891314,-122.9216936,6.6,-1.705,-0.543,-0.179,110.9,-7.686,7455,Cascade Subdivision,0
15.3219,49.2889820,-122.9210924,5.8,-0.986,-0.349,0.021,112.3,27.734,2066,Cascade Subdivision,0
15.3725,49.2888095,-122.9204463,5.3,0.314,-0.701,0.078,108.7,0.000,nan,Cascade Subdivision,0
15.4027,49.2887223,-122.9200519,5.4,0.943,0.336,-0.009,105.3,0.000,nan,Cascade Subdivision,0
15.4348,49.2886463,-122.9196248,5.7,2.732,1.273,-0.042,103.1,0.000,nan,Cascade Subdivision,0
15.4666,49.2885817,-122.9191978,6.5,-0.722,2.084,-0.138,95.2,0.000,nan,Cascade Subdivision,0
15.4996,49.2885547,-122.9187447,6.3,5.617,1.887,-0.026,90.1,0.000,nan,Cascade Subdivision,0
15.5304,49.2885542,-122.9183196,8.0,5.316,1.717,-0.209,87.0,0.000,nan,Cascade Subdivision,0
15.5638,49.2885697,-122.9178606,9.8,4.634,1.975,-0.411,81.3,0.000,nan,Cascade Subdivision,0
15.5955,49.2886128,-122.9174284,11.3,-3.786,0.803,-0.674,77.4,0.000,nan,Cascade Subdivision,0
15.6311,49.2886827,-122.9169497,9.9,0.037,0.474,-0.554,78.3,17.465,3281,Cascade Subdivision,0
15.6861,49.2887827,-122.9162066,10.0,1.140,0.160,-0.361,77.2,-17.061,3358,Cascade Subdivision,0
15.7504,49.2889104,-122.9153417,10.7,-3.889,-0.022,-0.311,78.2,20.433,2804,Cascade Subdivision,0
15.7981,49.2889980,-122.9146977,8.8,-1.832,-0.865,-0.126,77.0,0.000,nan,Cascade Subdivision,0
15.8221,49.2890463,-122.9143761,8.4,1.994,-0.202,-0.086,80.9,0.000,nan,Cascade Subdivision,0
15.8455,49.2890798,-122.9140566,8.9,2.695,-0.208,-0.135,83.0,0.000,nan,Cascade Subdivision,0
15.8777,49.2891152,-122.9136159,9.7,-0.302,-0.872,-0.230,87.8,0.000,nan,Cascade Subdivision,0
15.9125,49.2891271,-122.9131374,9.6,-0.273,-1.365,-0.228,92.2,0.000,nan,Cascade Subdivision,0
15.9379,49.2891184,-122.9127862,9.6,-0.626,-2.178,0.109,96.4,0.000,nan,Cascade Subdivision,0
15.9599,49.2890964,-122.9124856,9.4,-3.756,-1.765,0.127,97.6,0.000,nan,Cascade Subdivision,0
15.9906,49.2890599,-122.9120662,8.3,-2.497,-0.681,0.109,101.0,38.521,1487,Cascade Subdivision,0
16.0793,49.2889074,-122.9108654,6.1,-1.994,-0.614,0.516,100.3,-9.837,5825,Cascade Subdivision,0
16.1534,49.2887883,-122.9098595,4.6,-0.781,-10.034,1.168,100.3,0.000,nan,Cascade Subdivision,0
16.1588,49.2887797,-122.9097873,4.5,0.651,-0.750,1.182,100.6,4.552,12588,Cascade Subdivision,0
16.2148,49.2886870,-122.9090282,4.9,1.808,-0.715,1.077,101.0,6.867,8344,Cascade Subdivision,0
16.2748,49.2885838,-122.9082155,6.0,-0.634,0.069,0.692,100.9,-0.948,60407,Cascade Subdivision,0
16.3848,49.2883966,-122.9067269,5.3,0.841,0.487,0.764,100.5,-4.604,12445,Cascade Subdivision,0
16.4771,49.2882455,-122.9054755,6.1,-1.628,0.541,0.612,100.9,5.593,10245,Cascade Subdivision,0
16.5524,49.2881173,-122.9044557,4.8,3.888,0.700,0.518,97.0,-83.789,684,Cascade Subdivision,0
16.5994,49.2880660,-122.9038124,6.7,3.780,1.440,0.233,91.6,0.000,nan,Cascade Subdivision,0
16.6394,49.2880561,-122.9032615,8.2,-0.874,1.145,0.059,86.0,-128.312,447,Cascade Subdivision,0
16.6829,49.2880834,-122.9026633,7.8,-0.175,0.169,0.064,82.5,-22.940,2498,Cascade Subdivision,0
16.8344,49.2882608,-122.9005914,7.5,7.076,1.728,-0.238,79.6,-66.995,855,Cascade Subdivision,0
16.8777,49.2883308,-122.9000052,10.6,-3.790,3.032,-0.587,75.5,0.000,nan,Cascade Subdivision,0
16.9124,49.2884093,-122.8995410,9.3,-2.305,1.788,-0.430,70.6,-96.459,594,Cascade Subdivision,0
16.9629,49.2885601,-122.8988846,8.1,6.863,2.179,-0.264,65.3,0.000,nan,Cascade Subdivision,0
17.0023,49.2887080,-122.8983905,10.8,8.214,1.133,-0.517,58.8,-124.673,460,Cascade Subdivision,0
17.0545,49.2889509,-122.8977746,15.1,1.272,0.857,-0.927,54.7,0.000,nan,Cascade Subdivision,0
17.0776,49.2890707,-122.8975155,15.4,-1.646,0.861,-0.882,52.3,-54.661,1048,Cascade Subdivision,0
17.1216,49.2893129,-122.8970357,14.7,-3.976,0.878,-0.636,47.0,-86.848,660,Cascade Subdivision,0
17.1821,49.2896843,-122.8964250,12.3,-0.297,0.614,-0.474,48.0,0.000,nan,Cascade Subdivision,0
17.2135,49.2898728,-122.8961036,12.2,0.616,-1.893,-0.480,49.1,0.000,nan,Cascade Subdivision,0
17.2351,49.2900000,-122.8958782,12.3,0.157,-1.237,-0.507,52.8,0.000,nan,Cascade Subdivision,0
17.2735,49.2902087,-122.8954560,12.4,-0.028,-1.594,-0.764,55.6,0.000,nan,Cascade Subdivision,0
17.3092,49.2903898,-122.8950501,12.3,-1.193,-0.746,-0.695,56.1,11.740,4881,Cascade Subdivision,0
17.3532,49.2906106,-122.8945455,11.8,-0.845,-1.530,-0.652,56.5,0.000,nan,Cascade Subdivision,0
17.3810,49.2907482,-122.8942269,11.6,-2.314,-0.731,-0.614,56.3,-3.204,17884,Cascade Subdivision,0
17.4446,49.2910657,-122.8934974,10.1,-1.479,-1.382,-0.343,58.3,0.000,nan,Cascade Subdivision,0
17.4775,49.2912215,-122.8931106,9.6,-2.875,-1.668,-0.270,62.3,0.000,nan,Cascade Subdivision,0
17.5073,49.2913462,-122.8927468,8.8,-0.815,-1.837,-0.065,66.6,0.000,nan,Cascade Subdivision,0
17.5313,49.2914317,-122.8924443,8.6,0.444,-1.416,-0.021,73.2,0.000,nan,Cascade Subdivision,0
17.5618,49.2915108,-122.8920415,8.7,-1.120,-1.590,0.016,80.2,0.000,nan,Cascade Subdivision,0
17.5922,49.2915573,-122.8916280,8.4,-0.231,-1.716,0.148,86.4,0.000,nan,Cascade Subdivision,0
17.6194,49.2915725,-122.8912541,8.3,-0.659,-2.021,0.246,92.7,0.000,nan,Cascade Subdivision,0
17.6461,49.2915613,-122.8908857,8.1,-7.542,-1.659,0.384,98.5,0.000,nan,Cascade Subdivision,0
17.6711,49.2915282,-122.8905447,6.2,-1.544,-1.884,0.596,102.8,0.000,nan,Cascade Subdivision,0
17.6936,49.2914832,-122.8902420,5.9,-5.022,-1.172,0.445,106.1,0.000,nan,Cascade Subdivision,0
17.7225,49.2914110,-122.8898590,4.4,1.297,-0.461,0.520,108.3,34.742,1649,Cascade Subdivision,0
17.7851,49.2912343,-122.8890396,5.3,0.129,-0.385,0.334,108.4,3.255,17601,Cascade Subdivision,0
17.8309,49.2911040,-122.8884406,5.3,0.590,0.226,0.269,105.2,-55.020,1041,Cascade Subdivision,0
17.8891,49.2909665,-122.8876671,5.7,0.800,0.878,0.192,101.1,-98.297,583,Cascade Subdivision,0
17.9317,49.2908930,-122.8870904,6.0,2.756,2.529,0.184,99.0,0.000,nan,Cascade Subdivision,0
17.9579,49.2908563,-122.8867337,6.7,1.533,1.528,0.171,97.2,0.000,nan,Cascade Subdivision,0
17.9953,49.2908143,-122.8862214,7.3,4.742,0.895,0.030,95.6,0.000,nan,Cascade Subdivision,0
18.0289,49.2907846,-122.8857600,8.9,2.372,-0.094,-0.307,90.9,0.000,nan,Cascade Subdivision,0
18.0649,49.2907793,-122.8852638,9.7,0.534,0.036,-0.557,87.4,0.000,nan,Cascade Subdivision,0
18.0821,49.2907863,-122.8850278,9.8,-3.826,-0.190,-0.568,86.4,-18.795,3048,Cascade Subdivision,0
18.1372,49.2908178,-122.8842687,7.7,-4.871,-0.336,-0.396,83.5,-60.084,954,Cascade Subdivision,0
18.1852,49.2908668,-122.8836116,5.4,2.184,-1.082,-0.126,77.8,0.000,nan,Cascade Subdivision,0
18.2154,49.2909245,-122.8832039,6.1,-0.341,-0.721,-0.213,74.6,-64.702,886,Cascade Subdivision,0
18.2639,49.2910401,-122.8825595,5.9,0.485,-1.288,-0.242,74.0,0.000,nan,Cascade Subdivision,0
18.2895,49.2911035,-122.8822197,6.0,0.573,0.035,-0.265,73.1,-19.424,2950,Cascade Subdivision,0
18.3355,49.2912234,-122.8816130,6.3,2.015,1.041,-0.312,73.4,0.000,nan,Cascade Subdivision,0
18.3690,49.2913096,-122.8811708,6.9,2.470,2.900,-0.400,72.0,0.000,nan,Cascade Subdivision,0
18.3791,49.2913375,-122.8810389,7.2,2.376,1.342,-0.428,73.4,0.000,nan,Cascade Subdivision,0
18.4068,49.2914087,-122.8806726,7.9,1.485,2.137,-0.455,73.1,0.000,nan,Cascade Subdivision,0
18.4285,49.2914656,-122.8803863,8.2,0.805,2.081,-0.500,73.2,0.000,nan,Cascade Subdivision,0
18.4541,49.2915320,-122.8800481,8.4,1.845,1.932,-0.536,73.6,0.000,nan,Cascade Subdivision,0
18.4800,49.2915975,-122.8797059,8.9,3.697,2.288,-0.558,74.7,0.000,nan,Cascade Subdivision,0
18.5032,49.2916527,-122.8793967,9.7,4.002,2.321,-0.630,76.4,0.000,nan,Cascade Subdivision,0
18.5236,49.2916960,-122.8791231,10.5,3.935,4.273,-0.734,77.0,0.000,nan,Cascade Subdivision,0
18.5340,49.2917170,-122.8789837,10.9,4.839,3.920,-0.778,78.0,0.000,nan,Cascade Subdivision,0
18.5444,49.2917366,-122.8788428,11.5,1.128,1.533,-0.843,79.2,0.000,nan,Cascade Subdivision,0
18.5618,49.2917659,-122.8786078,11.6,0.847,0.335,-0.870,80.1,0.000,nan,Cascade Subdivision,0
18.5709,49.2917800,-122.8784843,11.7,-0.717,-1.181,-0.876,81.0,0.000,nan,Cascade Subdivision,0
18.5798,49.2917925,-122.8783635,11.7,-5.128,-1.681,-0.864,81.0,0.000,nan,Cascade Subdivision,0
18.5929,49.2918110,-122.8781851,11.0,-6.975,-2.168,-0.777,82.6,0.000,nan,Cascade Subdivision,0
18.6076,49.2918280,-122.8779842,10.0,-1.921,-2.697,-0.676,83.3,0.000,nan,Cascade Subdivision,0
18.6213,49.2918424,-122.8777957,9.7,-3.981,-3.197,-0.634,84.0,0.000,nan,Cascade Subdivision,0
18.6343,49.2918545,-122.8776180,9.2,-1.738,-2.586,-0.561,85.4,0.000,nan,Cascade Subdivision,0
18.6504,49.2918662,-122.8773961,8.9,-1.361,-2.077,-0.540,86.3,0.000,nan,Cascade Subdivision,0
18.6670,49.2918758,-122.8771675,8.7,-1.644,-1.685,-0.500,87.6,0.000,nan,Cascade Subdivision,0
18.6833,49.2918819,-122.8769440,8.4,-0.523,-1.680,-0.460,88.2,0.000,nan,Cascade Subdivision,0
18.7005,49.2918867,-122.8767057,8.3,-0.340,-0.927,-0.458,88.8,0.000,nan,Cascade Subdivision,0
18.7276,49.2918917,-122.8763325,8.2,-2.648,-1.106,-0.431,89.1,0.000,nan,Cascade Subdivision,0
18.7446,49.2918940,-122.8760977,7.8,-3.403,-1.257,-0.334,89.6,0.000,nan,Cascade Subdivision,0
18.7564,49.2918947,-122.8759353,7.4,-0.875,-0.528,-0.297,90.3,0.000,nan,Cascade Subdivision,0
18.7793,49.2918935,-122.8756199,7.2,1.590,-0.978,-0.284,91.5,0.000,nan,Cascade Subdivision,0
18.7932,49.2918902,-122.8754286,7.4,0.845,-0.620,-0.311,93.2,0.000,nan,Cascade Subdivision,0
18.8046,49.2918845,-122.8752718,7.5,-0.406,0.364,-0.325,94.1,0.000,nan,Cascade Subdivision,0
18.8165,49.2918768,-122.8751070,7.4,-1.698,1.065,-0.324,95.5,0.000,nan,Cascade Subdivision,0
18.8289,49.2918661,-122.8749375,7.2,5.714,1.839,-0.306,97.0,0.000,nan,Cascade Subdivision,0
18.8364,49.2918579,-122.8748348,7.7,5.841,0.646,-0.341,98.0,0.000,nan,Cascade Subdivision,0
18.8443,49.2918480,-122.8747267,8.1,2.772,0.405,-0.393,99.1,0.000,nan,Cascade Subdivision,0
18.8552,49.2918324,-122.8745780,8.4,-1.355,0.145,-0.430,100.3,0.000,nan,Cascade Subdivision,0
18.8662,49.2918147,-122.8744293,8.3,-4.157,-0.349,-0.419,101.7,0.000,nan,Cascade Subdivision,0
18.8776,49.2917939,-122.8742753,7.8,0.380,-1.474,-0.372,103.4,0.000,nan,Cascade Subdivision,0
18.8885,49.2917712,-122.8741295,7.8,-2.480,-2.250,-0.377,104.4,0.000,nan,Cascade Subdivision,0
18.8996,49.2917463,-122.8739810,7.6,-6.619,-3.231,-0.346,106.4,0.000,nan,Cascade Subdivision,0
18.9095,49.2917212,-122.8738500,6.9,-5.397,-3.462,-0.272,107.0,0.000,nan,Cascade Subdivision,0
18.9194,49.2916952,-122.8737193,6.4,-2.658,-3.535,-0.209,108.5,0.000,nan,Cascade Subdivision,0
18.9291,49.2916677,-122.8735930,6.1,-2.698,-4.019,-0.183,109.7,0.000,nan,Cascade Subdivision,0
18.9385,49.2916389,-122.8734700,5.9,-4.626,-4.931,-0.151,111.2,0.000,nan,Cascade Subdivision,0
18.9458,49.2916154,-122.8733773,5.5,-6.477,-3.770,-0.113,112.0,0.000,nan,Cascade Subdivision,0
